image_id,post_id,date,author_class,author_department,is_anonymous,purpose,target_class,target_department,description,sentiment,target_name_initial
1609,1609_01,2022-06-30,,,True,提问,,,,中性,
1610,1610_01,2022-06-30,,,True,提问,,,,中性,xzxj
1611,1611_01,2022-06-29,,,True,提问,,,,中性,
1612,1612_01,2022-06-29,,,True,提问,,,,中性,
1613,1613_01,2022-06-29,,,True,提问,,,,中性,
1614,1614_01,2022-06-29,,,True,提问,,,,中性,
1616,1616_01,2022-06-29,,,True,提问,,,,中性,
1617,1617_01,2022-06-29,,,False,寻物,,I,,中性,
1618,1618_01,2022-06-29,,,False,提问,,,,中性,
1619,1619_01,2022-06-29,,,True,其他,,,,中性,zdls
1621,1621_01,2022-06-29,,,True,其他,,,,中性,
1622,1622_01,2022-06-28,,,True,提问,,,,中性,
1623,1623_01,2022-06-28,,,True,寻人,J2206,J,,中性,lsn
1624,1624_01,2022-06-27,,,True,提问,,,,中性,
1625,1625_01,2022-06-27,,,True,提问,,,,中性,xzxj
1626,1626_01,2022-06-27,,,True,提问,,,,中性,
1627,1627_01,2022-06-27,,,True,提问,,,,中性,xszydxzxjm
1628,1628_01,2022-06-27,,,False,祝福,J2302,J,,积极,jrm
1629,1629_01,2022-06-27,,,False,祝福,,,前程似锦,积极,qbmyw
1631,1631_01,2022-06-27,S2201,S,False,提问,,,去正始 前几届,中性,xzxj
1632,1632_01,2022-06-26,,,True,祝福,J2408,J,,积极,
1633,1633_01,2022-06-26,,,True,寻人,J2207,J,,中性,zyf
1634,1634_01,2022-06-26,,,True,寻人,J2203,J,,中性,zyf
1635,1635_01,2022-06-26,,,False,祝福,J2409,J,,积极,J2409dtxm
1636,1636_01,2022-06-26,,,True,吐槽,,,,消极,695dtx
1637,1637_01,2022-06-26,,,False,祝福,J2408,J,,积极,
1638,1638_01,2022-06-26,,,False,其他,,,,中性,
1640,1640_01,2022-06-26,,,True,提问,,,,积极,xzxj
1641,1641_01,2022-06-26,,,True,其他,,,,中性,q
1642,1642_01,2022-06-26,,,True,寻人,J2203,J,,中性,ghx
1643,1643_01,2022-06-26,,,True,提问,,,,中性,
1644,1644_01,2022-06-26,,,True,其他,,,,中性,
1645,1645_01,2022-06-26,,,True,祝福,J2404,J,,积极,J2404sysgmnm
1646,1646_01,2022-06-26,,,True,其他,,,,积极,
1647,1647_01,2022-06-26,J2207,J,False,提问,,,,中性,
1648,1648_01,2022-06-26,,,True,表白,J2304,J,,积极,whj
1649,1649_01,2022-06-26,,,True,寻人,2306,I,,中性,tkz
1650,1650_01,2022-06-26,,,True,寻人,,,,中性,zyf
1651,1651_01,2022-06-26,,,False,表白,,,,积极,jth
1652,1652_01,2022-06-25,,,True,祝福,,,,积极,wkq iyh99
1653,1653_01,2022-06-25,,,True,寻人,S2305,I,,中性,sjh
1654,1654_01,2022-06-25,J2307,J,False,寻物,,,,中性,
1655,1655_01,2022-06-25,,,True,寻人,S1903,I,可爱的女生,积极,
1656,1656_01,2022-06-25,,,True,祝福,,,,积极,
1657,1657_01,2022-06-25,,,False,其他,,,,消极,
1658,1658_01,2022-06-25,,,False,其他,,,,中性,
1659,1659_01,2022-06-25,,,True,祝福,,,人好 帮忙拎东西,积极,gsf
1660,1660_01,2022-06-25,,,True,其他,,,,中性,
1661,1661_01,2022-06-25,,,True,其他,,,,中性,
1662,1662_01,2022-06-25,,,True,其他,,,,积极,
1664,1664_01,2022-06-25,,,True,其他,,,,中性,
1665,1665_01,2022-06-25,,,True,其他,,,,中性,
1666,1666_01,2022-06-24,,,True,提问,,,,中性,
1667,1667_01,2022-06-24,,,True,提问,,,,中性,
1668,1668_01,2022-06-24,J2205,J,False,祝福,,,毕业快乐,积极,sy22jnwbys syywthgdr
1669,1669_01,2022-06-23,J2207,J,False,其他,,,,积极,
1670,1670_01,2022-06-23,,,True,其他,,,,中性,
1671,1671_01,2022-06-23,,,True,提问,,,,中性,
1672,1672_01,2022-06-23,,,True,其他,,,,中性,
1673,1673_01,2022-06-23,,,True,祝福,,,毕业生,积极,22jsybys
1674,1674_01,2022-06-23,,,False,推广,,,,中性,
1675,1675_01,2022-06-23,,,True,提问,,,,中性,
1676,1676_01,2022-06-23,,,False,寻人,,,投稿 小可爱,积极,g00tgdxka
1677,1677_01,2022-06-22,,,True,其他,,,,中性,
1678,1678_01,2022-06-22,,,False,祝福,,,,积极,
1679,1679_01,2022-06-22,,,False,提问,,,,中性,
1680,1680_01,2022-06-22,,,True,表白,,,,积极,
1681,1681_01,2022-06-22,,,True,寻人,2302,,,中性,xsf
1682,1682_01,2022-06-22,,,False,其他,,,,积极,
1683,1683_01,2022-06-22,,,True,提问,,,,中性,
1684,1684_01,2022-06-22,,,True,提问,,,,中性,
1685,1685_01,2022-06-22,,,False,祝福,,,,积极,
1686,1686_01,2022-06-22,,,False,祝福,,,,中性,
1687,1687_01,2022-06-22,,,False,其他,,,,中性,
1688,1688_01,2022-06-22,,,True,其他,,,,中性,
1689,1689_01,2022-06-21,,,False,其他,,,,中性,
1690,1690_01,2022-06-21,,,False,推广,,,,中性,
1691,1691_01,2022-06-21,,,True,其他,,,,中性,
1692,1692_01,2022-06-21,S2306,I,True,寻人,S2306,I,,中性,2306cfh
1693,1693_01,2022-06-21,,,True,提问,,,,中性,
1694,1694_01,2022-06-21,,,False,寻物,,,,中性,
1695,1695_01,2022-06-21,,,True,表白,J2201,J,前程似锦,积极,jz
1696,1696_01,2022-06-21,,,False,寻物,,,,中性,
1697,1697_01,2022-06-21,,,True,寻物,,,黑色佳能数码相机 装在相机包里,中性,
1698,1698_01,2022-06-21,,,True,表白,,,,积极,
1699,1699_01,2022-06-21,J2206,J,False,寻人,,,,中性,2306cih
1700,1700_01,2022-06-21,,,True,寻人,,,之前去鄞江中学,中性,xzxjm
1701,1701_01,2022-06-21,,,True,提问,,,,中性,
1702,1702_01,2022-06-21,,,True,表白,J2305,J,可爱的男孩子,积极,sx
1703,1703_01,2022-06-21,,,True,寻物,,,,中性,hym
1704,1704_01,2022-06-21,,,True,其他,J2201,J,,中性,
1705,1705_01,2022-06-21,,,False,推广,,,,中性,
1706,1706_01,2022-06-21,,,True,表白,,,惊为天人,积极,Maggfie
1707,1707_01,2022-06-21,,,True,其他,,,,中性,
1708,1708_01,2022-06-21,,,True,祝福,,,,积极,
1710,1710_01,2022-06-19,J2206,J,True,其他,,,,中性,
1711,1711_01,2022-06-19,,,True,提问,,,,中性,
1712,1712_01,2022-06-19,,,False,推广,,,,中性,
1713,1713_01,2022-06-19,,,True,寻人,J2402,J,,中性,hys
1714,1714_01,2022-06-19,,,True,其他,2303 2201 2208,I I I,乱造谣,消极,yjn Isy cby
1715,1715_01,2022-06-19,S3202,S,False,其他,,,,积极,
1716,1716_01,2022-06-19,,,True,寻人,J2210,J,,中性,myx
1717,1717_01,2022-06-19,,,True,祝福,,,早生贵子,积极,xc
1718,1718_01,2022-06-19,,,True,其他,,,,中性,
1719,1719_01,2022-06-19,,,True,表白,,,,积极,
1720,1720_01,2022-06-19,,,True,寻人,,,,中性,
1721,1721_01,2022-06-19,,,True,提问,,,,中性,
1722,1722_01,2022-06-19,,,True,提问,,,已经毕业,中性,xzxj
1723,1723_01,2022-06-18,,,True,寻人,,,帅哥,中性,
1724,1724_01,2022-06-18,,,False,祝福,,,中考顺利,积极,xzxj
1726,1726_01,2022-06-18,,,False,表白,,,,积极,
1726,1726_02,2022-06-18,,,False,表白,J2208,J,,积极,dd
1726,1726_03,2022-06-18,,,True,其他,,,,中性,
1727,1727_01,2022-06-18,,,True,提问,J2303 J201 J2208,J J J,,中性,yjn lsy yin cby
1728,1728_01,2022-06-18,,,True,其他,,,,中性,
1729,1729_01,2022-06-17,,,True,寻人,,,字挺好看的,积极,jjqyx
1730,1730_01,2022-06-17,,,False,祝福,J2209,J,,积极,
1731,1731_01,2022-06-17,,,True,祝福,J2207,J,中考顺利 金榜题名 进入梦想的高中,积极,J2207qbtx
1732,1732_01,2022-06-17,,,False,寻人,,,去世外,中性,jnqswdtx wjqswdxjxz
1733,1733_01,2022-06-17,,,False,祝福,,,,积极,xdxmm
1734,1734_01,2022-06-17,,,True,寻人,,,美女 可爱,积极,
1735,1735_01,2022-06-17,,,True,提问,J2303,J,,中性,yjn Isy jy
1736,1736_01,2022-06-16,,,True,提问,,,,中性,
1737,1737_01,2022-06-16,,,False,寻人,,,写祝福卡 言简意赅,积极,xdhxm
1738,1738_01,2022-06-16,,,True,祝福,,,中考金榜题名 学业有成,积极,hbm
1739,1739_01,2022-06-16,,,False,提问,,,,中性,
1739,1739_02,2022-06-16,,,False,提问,,,,中性,
1739,1739_03,2022-06-16,,,False,寻人,J2305,J,初三毕业班写寄语的学弟学妹 卡片上写着j2305俞,中性,y
1741,1741_01,2022-06-16,J2210,J,False,祝福,,,新婚快乐 百年好合,积极,ss
1742,1742_01,2022-06-16,,,True,寻人,,,字好看,积极,f223amDcfpl
1743,1743_01,2022-06-16,J303,J,True,其他,,,,中性,
1744,1744_01,2022-06-16,,,True,其他,,,,积极,jttjfndtx
1745,1745_01,2022-06-16,,,False,寻人,S2408,I,小朋友,中性,yj
1746,1746_01,2022-06-16,,,True,祝福,J2207,J,中考顺利 成功上岸,积极,J2207qbtx
1747,1747_01,2022-06-16,,,True,表白,J2206,J,好看 很瘦 披头发 戴口罩 住校 经常在四楼吃饭 上周穿了白上衣黑短裤,积极,
1748,1748_01,2022-06-16,,,True,其他,,,,中性,
1749,1749_01,2022-06-16,,,True,寻人,,,往届 去上海世外 学长学姐,中性,nwwjqshswdxzxj
1750,1750_01,2022-06-16,,,True,寻人,J2402,J,,中性,xy
1751,1751_01,2022-06-16,,,False,其他,,,,中性,
1752,1752_01,2022-06-16,,,True,提问,,,,中性,
1753,1753_01,2022-06-16,,,True,吐槽,,,,消极,
1754,1754_01,2022-06-16,,,True,寻物,,,,中性,
1755,1755_01,2022-06-16,,,True,吐槽,,S,不收拾餐盘 没手 需要伺候,消极,gzbdgm
1756,1756_01,2022-06-16,,,True,其他,,,,中性,
1757,1757_01,2022-06-16,,,True,推广,,,,中性,
1758,1758_01,2022-06-16,,,True,提问,,,,中性,
1759,1759_01,2022-06-16,,,True,提问,,,,中性,
1760,1760_01,2022-06-16,,,False,寻人,,,,中性,wx
1761,1761_01,2022-06-16,,,True,提问,,,,中性,xlyls
1762,1762_01,2022-06-16,,,True,寻物,S2403,I,,中性,
1763,1763_01,2022-06-16,,,True,祝福,,,,积极,xzxjm
1764,1764_01,2022-06-16,,,True,表白,S2402,I,,积极,fzj
1765,1765_01,2022-06-16,,,True,祝福,,,,积极,
1767,1767_01,2022-06-16,,,True,表白,,I,男神,积极,syl
1768,1768_01,2022-06-16,,,True,祝福,J2205,J,中考顺利,积极,J2205qt
1769,1769_01,2022-06-16,,,True,祝福,,,,积极,csdxzxj
1770,1770_01,2022-06-10,,,False,寻人,,I,国际部 选世界上的另一个我这首歌,积极,
1771,1771_01,2022-06-10,,,True,其他,,,,中性,
1772,1772_01,2022-06-10,,,True,寻物,S2403,I,,中性,
1773,1773_01,2022-06-10,,,True,其他,,,,积极,
1774,1774_01,2022-06-10,,,True,寻物,,,,中性,
1775,1775_01,2022-06-10,,,False,寻物,,,小黄花照片,积极,
1776,1776_01,2022-06-09,,,True,表白,,,高超职业素养,积极,
1782,1782_01,2022-06-09,,,False,其他,,,,中性,
1783,1783_01,2022-06-09,,,True,祝福,J2201 J2303,J J,,积极,Isy yjn99999
1785,1785_01,2022-06-09,,,True,提问,,,,中性,
1786,1786_01,2022-06-08,,,False,其他,,,,中性,
1787,1787_01,2022-06-08,S2002,S,False,寻人,J2203,J,初三 四班,中性,lsq
1788,1788_01,2022-06-07,,,True,表白,S2302,I,经常在篮球馆打球 超师,积极,ya
1789,1789_01,2022-06-07,,,True,寻人,,I,国际部 暑期阿斯丹项目 嘉绒藏寨,中性,lygtx
1790,1790_01,2022-06-06,,,True,表白,S2302,I,帅 眼睛 宝藏男孩,积极,lyc
1791,1791_01,2022-06-06,J2303,J,False,表白,,,,积极,qhx
1792,1792_01,2022-06-06,,,False,其他,,,,中性,twzsdd
1793,1793_01,2022-06-06,,,True,寻人,,,,中性,
1794,1794_01,2022-06-06,,,True,祝福,J2203,J,生日,积极,ijy
1795,1795_01,2022-06-06,,,False,表白,S2302,I,,积极,lyc
1796,1796_01,2022-06-05,,,True,祝福,,,,积极,d
1797,1797_01,2022-06-05,,,True,表白,J2307,J,,积极,chg
1798,1798_01,2022-06-05,,,True,表白,S2402,I,,积极,lwz
1799,1799_01,2022-06-05,J2304,J,False,表白,,,举大旗 我老婆,积极,
1800,1800_01,2022-06-05,,,True,祝福,J2403,J,,积极,ghy zrx
1801,1801_01,2022-06-05,,,True,祝福,,,,积极,
1802,1802_01,2022-06-05,,,True,表白,J2202,J,没有刘海也很好看,积极,xy
1803,1803_01,2022-06-05,J2403,J,False,表白,,,,积极,zrx
1818,1818_01,2022-06-05,,,False,寻人,,J,初二 朋友,积极,zy yc
1819,1819_01,2022-06-05,,,True,推广,,,,中性,
1820,1820_01,2022-06-05,,,True,表白,J2403,J,,积极,ghy
1821,1821_01,2022-06-05,,,False,推广,,,,中性,
1822,1822_01,2022-06-05,,,False,表白,J2207 J2207,J J,,中性,lsq tsy
1823,1823_01,2022-06-05,,,True,其他,,,,中性,
1824,1824_01,2022-06-05,,,True,推广,,,,中性,
1825,1825_01,2022-06-05,,,True,提问,,,,中性,jsjls
1826,1826_01,2022-06-05,,,True,表白,J2209,J,,积极,cjy
1827,1827_01,2022-06-05,,,True,表白,,,,积极,ztj
1829,1829_01,2022-06-05,,,True,表白,J2306,J,,积极,zzr
1831,1831_01,2022-06-05,,,True,表白,J2207 J2207,J J,,积极,lsq tsy
1832,1832_01,2022-06-04,J2102,J,True,推广,,,,积极,
1833,1833_01,2022-06-04,,,True,其他,,,,积极,
1834,1834_01,2022-06-04,,,True,表白,S2203,S,2203班,积极,xnh
1835,1835_01,2022-06-04,,,False,祝福,J2203,J,中考顺利,积极,
1836,1836_01,2022-06-04,,,True,表白,,,,积极,cjy
1837,1837_01,2022-06-04,,,True,提问,,,,中性,
1838,1838_01,2022-06-04,,,True,寻人,J2307,J,姐姐 新成员,积极,yx
1839,1839_01,2022-06-04,,,True,其他,,,,中性,
1840,1840_01,2022-06-04,,,True,推广,,,,积极,
1841,1841_01,2022-06-04,,,True,表白,J2404,J,,积极,dzx
1842,1842_01,2022-06-04,,,True,表白,J2402,J,,积极,hys
1843,1843_01,2022-06-04,,,True,祝福,,,中考加油,积极,qj lsq
1844,1844_01,2022-06-02,,,True,寻人,,,戴眼镜 女生 紫色短袖 牛仔裤 披个校服外套,中性,
1845,1845_01,2022-06-02,,,False,祝福,,,,积极,
1846,1846_01,2022-06-01,,,True,其他,,,,消极,
1847,1847_01,2022-06-01,,,True,表白,J2105,J,心中有光 熠熠生辉 向着终将到来的黎明出发 做夜空中最亮的星 欣欣子勇敢飞 启明星永相随 生日快乐,积极,czx
1848,1848_01,2022-05-30,,,False,祝福,,,,积极,
1849,1849_01,2022-05-30,,,True,其他,,,,中性,
1850,1850_01,2022-05-30,J2205,J,False,其他,,,,中性,
1851,1851_01,2022-05-30,,,False,其他,,,,中性,
1852,1852_01,2022-05-30,,,True,其他,,,,中性,
1853,1853_01,2022-05-30,,,True,其他,,,,中性,
1854,1854_01,2022-05-30,,,True,其他,,,,中性,xkx
1855,1855_01,2022-05-30,,,True,其他,,,欠钱不还,消极,lyp
1856,1856_01,2022-05-30,,,True,其他,,,,消极,
1857,1857_01,2022-05-30,,,True,其他,,,,消极,
1858,1858_01,2022-05-30,,,True,其他,,,,中性,
